"Enable Bemaged Contacts","Enable Bemaged Contacts"
"Enable/disable Bemaged Contacts extension","Enable/disable Bemaged Contacts extension"
"Enter the URL of the map to embed in the iframe","Enter the URL of the map to embed in the iframe"
"General","General"
"Map Details","Map Details"
"Settings","Settings"
